,X,text,results
75,,prepare and submit for approval a methodology to conduct the analysis including preparation of a questionnaire for collecting information from the main stakeholders conduct desk review information gathering preparation of questionnaires data collection procedures among other aspects collect local studies reports on irregular migration and extract relevant data conduct meetings focus groups and interviews with the relevant government institutions and foreign consulates conduct interviews with irregular migrants residing in armenia prepare progressive reports on implementation of the activities to iom armenia produce a baseline survey report meet the deadlines set for the assignments ensure tangible and measurable output of the work assignment prepare report containing requested data provide realistic delivery dates and details as to how the work must be delivered,"[{'skill_id': 'KS7G4YT72YHJ3BVJ4P56', 'doc_node_id': [17], 'doc_node_value': 'collecting', 'type': 'lowSurf', 'score': 0.5332744717597961, 'len': 1}, {'skill_id': 'KS1278L63T9290952DLZ', 'doc_node_id': [31, 32], 'doc_node_value': 'data collection', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS122015WW9W930TBCQZ', 'doc_node_id': [39, 40], 'doc_node_value': 'studies reports', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS124G66QWSYM012SWS5', 'doc_node_id': [57], 'doc_node_value': 'government', 'type': 'lowSurf', 'score': 0.5609697103500366, 'len': 1}, {'skill_id': 'KS5S1X799BL7UH79PT17', 'doc_node_id': [71, 72], 'doc_node_value': 'progressive reports', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS5S1X799BL7UH79PT17', 'doc_node_id': [71, 72], 'doc_node_value': 'progressive reports', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS7G0Z579RRP7TRC2L9T', 'doc_node_id': [84], 'doc_node_value': 'survey', 'type': 'lowSurf', 'score': 0.8624293804168701, 'len': 1}]"
76,,help the hotel managers to comment tax issues follow up the accepted standards and sop regulate relations with the ministry of state revenues submit reports required by ra legislation to the regional department of the ministry of state revenues inform the director of finance and assistant controller about the changes in tax legislation of ra which can affect the hotel tax obligations follow up the availability of all hotel licenses and other necessary documents prepare reports to be submitted to the national statistical department of ra participate in audit carried out in accordance with hotel sop run hotels archive and remove expired archive according to the ra legislation and hotel sop with the general cashier participate in opening of cash envelopes dropped into the safe,[]
77,,help the hotel managers to comment tax issues follow up the accepted standards and sop regulate relations with the ministry of state revenues submit reports required by ra legislation to the regional department of the ministry of state revenues inform the director of finance and assistant controller about the changes in tax legislation of ra which can affect the hotel tax obligations follow up the availability of all hotel licenses and other necessary documents prepare reports to be submitted to the national statistical department of ra participate in audit carried out in accordance with hotel sop run hotels archive and remove expired archive according to the ra legislation and hotel sop with the general cashier participate in opening of cash envelopes dropped into the safe,"[{'skill_id': 'ESC0125793FA9AA2156E', 'doc_node_id': [2, 3], 'doc_node_value': 'hotel managers', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS68V7S9GF97TGZSWDOQ', 'doc_node_id': [5], 'doc_node_value': 'comment', 'type': 'lowSurf', 'score': 0.6570993661880493, 'len': 1}, {'skill_id': 'KS125SJ6J3FPRPLTSD7J', 'doc_node_id': [28], 'doc_node_value': 'legislation', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS123MC78KV644P5DDZ0', 'doc_node_id': [43], 'doc_node_value': 'finance', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS125SJ6J3FPRPLTSD7J', 'doc_node_id': [52], 'doc_node_value': 'legislation', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS125TR5XQ9RK29QQM5K', 'doc_node_id': [69], 'doc_node_value': 'licenses', 'type': 'lowSurf', 'score': 0.79988694190979, 'len': 1}, {'skill_id': 'KS1233N5Z0RM8G4MT4C9', 'doc_node_id': [73, 74], 'doc_node_value': 'documents prepare', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1233N5Z0RM8G4MT4C9', 'doc_node_id': [73, 74], 'doc_node_value': 'documents prepare', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1233N5Z0RM8G4MT4C9', 'doc_node_id': [74], 'doc_node_value': 'prepare', 'type': 'lowSurf', 'score': 1, 'len': 1}, {'skill_id': 'KS440Y975RD841M02V3S', 'doc_node_id': [82], 'doc_node_value': 'statistical', 'type': 'lowSurf', 'score': 0.7253285646438599, 'len': 1}, {'skill_id': 'KS120RN6FDTS9FLCH3T0', 'doc_node_id': [88], 'doc_node_value': 'audit', 'type': 'lowSurf', 'score': 0.8277736306190491, 'len': 1}, {'skill_id': 'KS120MQ655HPY3MW500F', 'doc_node_id': [98], 'doc_node_value': 'archive', 'type': 'lowSurf', 'score': 0.8646298050880432, 'len': 1}, {'skill_id': 'KS120MQ655HPY3MW500F', 'doc_node_id': [102], 'doc_node_value': 'archive', 'type': 'lowSurf', 'score': 0.8646298050880432, 'len': 1}, {'skill_id': 'KS125SJ6J3FPRPLTSD7J', 'doc_node_id': [107], 'doc_node_value': 'legislation', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS4407079KYKHGKH5LWZ', 'doc_node_id': [124], 'doc_node_value': 'safe', 'type': 'lowSurf', 'score': 1, 'len': 1}]"
78,,welcome new clients present information on offered goods and services answer telephone calls manage the sales hall assist in clerical work of the office maintain the correspondence,"[{'skill_id': 'KS121YX5XHV5QPYV2TXL', 'doc_node_value': 'clerical work', 'score': 1, 'doc_node_id': [19, 20]}]"
79,,welcome new clients present information on offered goods and services answer telephone calls manage the sales hall assist in clerical work of the office maintain the correspondence,"[{'skill_id': 'KSY51MRA3HO395WNLW94', 'doc_node_id': [10, 11], 'doc_node_value': 'answer telephone', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KSY51MRA3HO395WNLW94', 'doc_node_id': [10, 11], 'doc_node_value': 'answer telephone', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [13], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [15], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}]"
80,,participate in all cycles of software design and development design and build reusable modules to be used throughout company web sites contribute to the continuous improvement of software engineering practices and tools responsible for bug fixing,"[{'skill_id': 'KS440QQ6NNV7S10DQST6', 'doc_node_value': 'software design', 'score': 1, 'doc_node_id': [5, 6]}, {'skill_id': 'KS440QS66YCBN23Y8K25', 'doc_node_value': 'software engineering', 'score': 1, 'doc_node_id': [27, 28]}]"
81,,participate in all cycles of software design and development design and build reusable modules to be used throughout company web sites contribute to the continuous improvement of software engineering practices and tools responsible for bug fixing,"[{'skill_id': 'KS122C06Z8NDM5G6NYNT', 'doc_node_id': [24, 25], 'doc_node_value': 'continuous improvement', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}]"
82,,responsibilities include but are not limited to the following install configure operate and maintain the hardware and the it services infrastructure as well as the ip connectivity services of the center monitor and optimize system s performance manage auditing processes and security incidents perform information backups in accordance with established procedures develop technical specifications and manage the implementation of it services,[]
83,,responsibilities include but are not limited to the following install configure operate and maintain the hardware and the it services infrastructure as well as the ip connectivity services of the center monitor and optimize system s performance manage auditing processes and security incidents perform information backups in accordance with established procedures develop technical specifications and manage the implementation of it services,"[{'skill_id': 'KS1255Y65SXCJWZBC26Y', 'doc_node_id': [9], 'doc_node_value': 'install', 'type': 'lowSurf', 'score': 0.7812301516532898, 'len': 1}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [11], 'doc_node_value': 'operate', 'type': 'lowSurf', 'score': 0.5828902125358582, 'len': 1}, {'skill_id': 'KS125536VPFWSQSQC7LK', 'doc_node_id': [19, 20], 'doc_node_value': 'services infrastructure', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS123HX6YG0PPBXV3922', 'doc_node_id': [36, 37], 'doc_node_value': 'performance manage', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS126406K4QKGYS49PNJ', 'doc_node_id': [37, 38], 'doc_node_value': 'manage auditing', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS126406K4QKGYS49PNJ', 'doc_node_id': [37, 38], 'doc_node_value': 'manage auditing', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [55], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}]"
84,,regularly contribute to and conduct technical reviews design reviews code reviews within the organization review coding standards design principles and source code analysis tools through to the use of continuous integration automated unit testing and code coverage tools analyze and troubleshoot existing processes and optimize code in order to improve performance whenever required be responsible for defining software specifications functional design etc in addition to coding responsibilities ensure systems are designed and developed in compliance with corporate security and privacy policies analyze and design core architecture components solve major technical problems work closely with project manager team leaders technical project manager and all the architects ensure designs are fully documented and software is developed using best practices,"[{'skill_id': 'KS1222G6RD9GBB7Q6FY5', 'doc_node_value': 'code review', 'score': 1, 'doc_node_id': [9, 10]}, {'skill_id': 'KSY2NK8QWXLZM2G6COT6', 'doc_node_value': 'source code', 'score': 1, 'doc_node_id': [20, 21]}, {'skill_id': 'KS122C775KRX1DK8Q1RQ', 'doc_node_value': 'continuous integration', 'score': 1, 'doc_node_id': [29, 30]}, {'skill_id': 'KS120SX72T8B5VLXS1VN', 'doc_node_value': 'unit testing', 'score': 1, 'doc_node_id': [32, 33]}, {'skill_id': 'KS1222B6JMXHTMP5Z46Y', 'doc_node_value': 'code coverage', 'score': 1, 'doc_node_id': [35, 36]}, {'skill_id': 'KS124586CZGJR55ZB1C0', 'doc_node_value': 'functional design', 'score': 1, 'doc_node_id': [59, 60]}, {'skill_id': 'KS122F75Y533WSSJ4HR5', 'doc_node_value': 'corporate security', 'score': 1, 'doc_node_id': [76, 77]}]"
85,,regularly contribute to and conduct technical reviews design reviews code reviews within the organization review coding standards design principles and source code analysis tools through to the use of continuous integration automated unit testing and code coverage tools analyze and troubleshoot existing processes and optimize code in order to improve performance whenever required be responsible for defining software specifications functional design etc in addition to coding responsibilities ensure systems are designed and developed in compliance with corporate security and privacy policies analyze and design core architecture components solve major technical problems work closely with project manager team leaders technical project manager and all the architects ensure designs are fully documented and software is developed using best practices,"[{'skill_id': 'KS120SD78H1028NTL3WG', 'doc_node_id': [6, 7], 'doc_node_value': 'reviews design', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS120SD78H1028NTL3WG', 'doc_node_id': [6, 7], 'doc_node_value': 'reviews design', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS120SD78H1028NTL3WG', 'doc_node_id': [6, 7], 'doc_node_value': 'reviews design', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS1222G6RD9GBB7Q6FY5', 'doc_node_id': [8, 9], 'doc_node_value': 'reviews code', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1222G6RD9GBB7Q6FY5', 'doc_node_id': [14, 15], 'doc_node_value': 'review coding', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS120SQ5W4Q57JMD2Y81', 'doc_node_id': [31], 'doc_node_value': 'automated', 'type': 'lowSurf', 'score': 0.7080965638160706, 'len': 1}, {'skill_id': 'KS127PD690VYHDQRDC77', 'doc_node_id': [49, 50], 'doc_node_value': 'improve performance', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS0R7EAFEF4YURUY3RZR', 'doc_node_id': [56, 57], 'doc_node_value': 'defining software', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS0R7EAFEF4YURUY3RZR', 'doc_node_id': [56, 57], 'doc_node_value': 'defining software', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS440QY6Q35PBPLBD8CD', 'doc_node_id': [57, 58], 'doc_node_value': 'software specifications', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS124586HG4VGCKJ5XCJ', 'doc_node_id': [58, 59], 'doc_node_value': 'specifications functional', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1226M6TT1XNVF4B0RM', 'doc_node_id': [85, 86], 'doc_node_value': 'architecture components', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS1226M6TT1XNVF4B0RM', 'doc_node_id': [85, 86], 'doc_node_value': 'architecture components', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS1283B6QCL2YCSJM44H', 'doc_node_id': [94, 95], 'doc_node_value': 'project manager', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS1283B6QCL2YCSJM44H', 'doc_node_id': [94, 95], 'doc_node_value': 'project manager', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS441846K903WT1RYDKJ', 'doc_node_id': [95, 96], 'doc_node_value': 'manager team', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1283B6QCL2YCSJM44H', 'doc_node_id': [99, 100], 'doc_node_value': 'project manager', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'ES15AEA4E1FF0B552CE3', 'doc_node_id': [115, 116], 'doc_node_value': 'best practices', 'type': 'oneToken', 'score': 0.6, 'len': 2}]"
